location,target,type,bin,value
Alabama,2 wk ahead,bin,10.2, 0.0042000
Alabama,2 wk ahead,bin,10.3, 0.0032000
Alabama,2 wk ahead,bin,10.4, 0.0014000
Alabama,2 wk ahead,bin,10.5, 0.0024000
Alabama,2 wk ahead,bin,10.6, 0.0024000
Alabama,2 wk ahead,bin,10.7, 0.0024000
Alabama,2 wk ahead,bin,10.8, 0.0028000
Alabama,2 wk ahead,bin,10.9, 0.0026000
Alabama,2 wk ahead,bin,11, 0.0032000
Alabama,2 wk ahead,bin,11.1, 0.0026000
Alabama,2 wk ahead,bin,11.2, 0.0044000
Alabama,2 wk ahead,bin,11.3, 0.0032000
Alabama,2 wk ahead,bin,11.4, 0.0032000
Alabama,2 wk ahead,bin,11.5, 0.0048000
Alabama,2 wk ahead,bin,11.6, 0.0024000
Alabama,2 wk ahead,bin,11.7, 0.0038000
Alabama,2 wk ahead,bin,11.8, 0.0022000
Alabama,2 wk ahead,bin,11.9, 0.0018000
Alabama,2 wk ahead,bin,12, 0.0024000
Alabama,2 wk ahead,bin,12.1, 0.0028000
Alabama,2 wk ahead,bin,12.2, 0.0034000
Alabama,2 wk ahead,bin,12.3, 0.0020000
Alabama,2 wk ahead,bin,12.4, 0.0012000
Alabama,2 wk ahead,bin,12.5, 0.0018000
Alabama,2 wk ahead,bin,12.6, 0.0034000
Alabama,2 wk ahead,bin,12.7, 0.0020000
Alabama,2 wk ahead,bin,12.8, 0.0028000
Alabama,2 wk ahead,bin,12.9, 0.0024000
Alabama,2 wk ahead,bin,13, 0.0020000
Alabama,2 wk ahead,bin,13.1, 0.0012000
Alabama,2 wk ahead,bin,13.2, 0.0012000
Alabama,2 wk ahead,bin,13.3, 0.0034000
Alabama,2 wk ahead,bin,13.4, 0.0024000
Alabama,2 wk ahead,bin,13.5, 0.0020000
Alabama,2 wk ahead,bin,13.6, 0.0012000
Alabama,2 wk ahead,bin,13.7, 0.0020000
Alabama,2 wk ahead,bin,13.8, 0.0020000
Alabama,2 wk ahead,bin,13.9, 0.0020000
Alabama,2 wk ahead,bin,14, 0.0024000
Alabama,2 wk ahead,bin,14.1, 0.0016000
Alabama,2 wk ahead,bin,14.2, 0.0034000
Alabama,2 wk ahead,bin,14.3, 0.0014000
Alabama,2 wk ahead,bin,14.4, 0.0028000
Alabama,2 wk ahead,bin,14.5, 0.0018000
Alabama,2 wk ahead,bin,14.6, 0.0008000
Alabama,2 wk ahead,bin,14.7, 0.0012000
Alabama,2 wk ahead,bin,14.8, 0.0026000
Alabama,2 wk ahead,bin,14.9, 0.0014000
Alabama,2 wk ahead,bin,15, 0.0018000
Alabama,2 wk ahead,bin,15.1, 0.0014000
Alabama,2 wk ahead,bin,15.2, 0.0030000
Alabama,2 wk ahead,bin,15.3, 0.0020000
Alabama,2 wk ahead,bin,15.4, 0.0010000
Alabama,2 wk ahead,bin,15.5, 0.0010000
Alabama,2 wk ahead,bin,15.6, 0.0010000
Alabama,2 wk ahead,bin,15.7, 0.0008000
Alabama,2 wk ahead,bin,15.8, 0.0018000
Alabama,2 wk ahead,bin,15.9, 0.0008000
Alabama,2 wk ahead,bin,16, 0.0016000
Alabama,2 wk ahead,bin,16.1, 0.0016000
Alabama,2 wk ahead,bin,16.2, 0.0018000
Alabama,2 wk ahead,bin,16.3, 0.0006000
Alabama,2 wk ahead,bin,16.4, 0.0006000
Alabama,2 wk ahead,bin,16.5, 0.0016000
Alabama,2 wk ahead,bin,16.6, 0.0012000
Alabama,2 wk ahead,bin,16.7, 0.0010000
Alabama,2 wk ahead,bin,16.8, 0.0014000
Alabama,2 wk ahead,bin,16.9, 0.0012000
Alabama,2 wk ahead,bin,17, 0.0010000
Alabama,2 wk ahead,bin,17.1, 0.0004000
Alabama,2 wk ahead,bin,17.2, 0.0014000
Alabama,2 wk ahead,bin,17.3, 0.0008000
Alabama,2 wk ahead,bin,17.4, 0.0010000
Alabama,2 wk ahead,bin,17.5, 0.0008000
Alabama,2 wk ahead,bin,17.6, 0.0012000
Alabama,2 wk ahead,bin,17.7, 0.0010000
Alabama,2 wk ahead,bin,17.8, 0.0006000
Alabama,2 wk ahead,bin,17.9, 0.0020000
Alabama,2 wk ahead,bin,18, 0.0016000
Alabama,2 wk ahead,bin,18.1, 0.0014000
Alabama,2 wk ahead,bin,18.2, 0.0010000
Alabama,2 wk ahead,bin,18.3, 0.0002000
Alabama,2 wk ahead,bin,18.4, 0.0010000
Alabama,2 wk ahead,bin,18.5, 0.0012000
Alabama,2 wk ahead,bin,18.6, 0.0006000
Alabama,2 wk ahead,bin,18.7, 0.0006000
Alabama,2 wk ahead,bin,18.8, 0.0010000
Alabama,2 wk ahead,bin,18.9, 0.0004000
Alabama,2 wk ahead,bin,19, 0.0018000
Alabama,2 wk ahead,bin,19.1, 0.0004000
Alabama,2 wk ahead,bin,19.2, 0.0012000
Alabama,2 wk ahead,bin,19.3, 0.0016000
Alabama,2 wk ahead,bin,19.4, 0.0002000
Alabama,2 wk ahead,bin,19.5, 0.0014000
Alabama,2 wk ahead,bin,19.6, 0.0012000
Alabama,2 wk ahead,bin,19.7, 0.0010000
Alabama,2 wk ahead,bin,19.8, 0.0004000
Alabama,2 wk ahead,bin,19.9, 0.0008000
Alabama,2 wk ahead,bin,20, 0.0004000
Alabama,2 wk ahead,bin,20.1, 0.0006000
Alabama,2 wk ahead,bin,20.2, 0.0010000
Alabama,2 wk ahead,bin,20.3, 0.0008000
Alabama,2 wk ahead,bin,20.4, 0.0006000
Alabama,2 wk ahead,bin,20.5, 0.0002000
Alabama,2 wk ahead,bin,20.6, 0.0008000
Alabama,2 wk ahead,bin,20.7, 0.0012000
Alabama,2 wk ahead,bin,20.8, 0.0006000
Alabama,2 wk ahead,bin,20.9, 0.0012000
Alabama,2 wk ahead,bin,21, 0.0010000
Alabama,2 wk ahead,bin,21.1, 0.0006000
Alabama,2 wk ahead,bin,21.2, 0.0006000
Alabama,2 wk ahead,bin,21.3, 0.0016000
Alabama,2 wk ahead,bin,21.4, 0.0014000
Alabama,2 wk ahead,bin,21.5, 0.0008000
Alabama,2 wk ahead,bin,21.6, 0.0008000
Alabama,2 wk ahead,bin,21.7, 0.0012000
Alabama,2 wk ahead,bin,21.8, 0.0004000
Alabama,2 wk ahead,bin,21.9, 0.0014000
Alabama,2 wk ahead,bin,22, 0.0012000
Alabama,2 wk ahead,bin,22.1, 0.0006000
Alabama,2 wk ahead,bin,22.2, 0.0000000
Alabama,2 wk ahead,bin,22.3, 0.0004000
Alabama,2 wk ahead,bin,22.4, 0.0002000
Alabama,2 wk ahead,bin,22.5, 0.0010000
Alabama,2 wk ahead,bin,22.6, 0.0008000
Alabama,2 wk ahead,bin,22.7, 0.0006000
Alabama,2 wk ahead,bin,22.8, 0.0002000
Alabama,2 wk ahead,bin,22.9, 0.0000000
Alabama,2 wk ahead,bin,23, 0.0004000
Alabama,2 wk ahead,bin,23.1, 0.0006000
Alabama,2 wk ahead,bin,23.2, 0.0004000
Alabama,2 wk ahead,bin,23.3, 0.0012000
Alabama,2 wk ahead,bin,23.4, 0.0004000
Alabama,2 wk ahead,bin,23.5, 0.0000000
Alabama,2 wk ahead,bin,23.6, 0.0008000
Alabama,2 wk ahead,bin,23.7, 0.0004000
Alabama,2 wk ahead,bin,23.8, 0.0012000
Alabama,2 wk ahead,bin,23.9, 0.0002000
Alabama,2 wk ahead,bin,24, 0.0006000
Alabama,2 wk ahead,bin,24.1, 0.0010000
Alabama,2 wk ahead,bin,24.2, 0.0004000
Alabama,2 wk ahead,bin,24.3, 0.0010000
Alabama,2 wk ahead,bin,24.4, 0.0004000
Alabama,2 wk ahead,bin,24.5, 0.0002000
Alabama,2 wk ahead,bin,24.6, 0.0002000
Alabama,2 wk ahead,bin,24.7, 0.0006000
Alabama,2 wk ahead,bin,24.8, 0.0002000
Alabama,2 wk ahead,bin,24.9, 0.0006000
Alabama,2 wk ahead,bin,25, 0.0442000
Alabama,3 wk ahead,bin,0, 0.0008000
Alabama,3 wk ahead,bin,0.1, 0.0050000
Alabama,3 wk ahead,bin,0.2, 0.0070000
Alabama,3 wk ahead,bin,0.3, 0.0080000
Alabama,3 wk ahead,bin,0.4, 0.0092000
Alabama,3 wk ahead,bin,0.5, 0.0112000
Alabama,3 wk ahead,bin,0.6, 0.0142000
Alabama,3 wk ahead,bin,0.7, 0.0110000
Alabama,3 wk ahead,bin,0.8, 0.0132000
Alabama,3 wk ahead,bin,0.9, 0.0130000
Alabama,3 wk ahead,bin,1, 0.0118000
Alabama,3 wk ahead,bin,1.1, 0.0130000
Alabama,3 wk ahead,bin,1.2, 0.0120000
Alabama,3 wk ahead,bin,1.3, 0.0140000
Alabama,3 wk ahead,bin,1.4, 0.0118000
Alabama,3 wk ahead,bin,1.5, 0.0134000
Alabama,3 wk ahead,bin,1.6, 0.0118000
Alabama,3 wk ahead,bin,1.7, 0.0118000
Alabama,3 wk ahead,bin,1.8, 0.0116000
