location,target,type,bin,value
US National,1 wk ahead,bin,5.4,0.11067106293481484
US National,1 wk ahead,bin,5.5,0.1024997459047111
US National,1 wk ahead,bin,5.6,0.08777934494963276
US National,1 wk ahead,bin,5.7,0.0695095767012089
US National,1 wk ahead,bin,5.8,0.0508960011618063
US National,1 wk ahead,bin,5.9,0.03446016840604156
US National,1 wk ahead,bin,6.0,0.021575584658917023
US National,1 wk ahead,bin,6.1,0.012492684268797878
US National,1 wk ahead,bin,6.2,0.006690848086951396
US National,1 wk ahead,bin,6.3,0.003316222439414802
US National,1 wk ahead,bin,6.4,0.00152289714500538
US National,1 wk ahead,bin,6.5,0.0006501232465448404
US National,1 wk ahead,bin,6.6,0.0002604347880136171
US National,1 wk ahead,bin,6.7,0.0001005946551207305
US National,1 wk ahead,bin,6.8,4.03031207930042e-05
US National,1 wk ahead,bin,6.9,1.9372360815539034e-05
US National,1 wk ahead,bin,7.0,1.2680325289028836e-05
US National,1 wk ahead,bin,7.1,1.0708765990258552e-05
US National,1 wk ahead,bin,7.2,1.0173298617339109e-05
US National,1 wk ahead,bin,7.3,1.0039179977938799e-05
US National,1 wk ahead,bin,7.4,1.0008190494786494e-05
US National,1 wk ahead,bin,7.5,1.0001583189682676e-05
US National,1 wk ahead,bin,7.6,1.0000282964937845e-05
US National,1 wk ahead,bin,7.7,1.0000046763731861e-05
US National,1 wk ahead,bin,7.8,1.0000007145992557e-05
US National,1 wk ahead,bin,7.9,1.0000001009701077e-05
US National,1 wk ahead,bin,8.0,1.000000013191675e-05
US National,1 wk ahead,bin,8.1,1.000000001593617e-05
US National,1 wk ahead,bin,8.2,1.0000000001780102e-05
US National,1 wk ahead,bin,8.3,1.000000000018386e-05
US National,1 wk ahead,bin,8.4,1.000000000001756e-05
US National,1 wk ahead,bin,8.5,1.0000000000001551e-05
US National,1 wk ahead,bin,8.6,1.0000000000000128e-05
US National,1 wk ahead,bin,8.7,1.0000000000000011e-05
US National,1 wk ahead,bin,8.8,1e-05
US National,1 wk ahead,bin,8.9,1e-05
US National,1 wk ahead,bin,9.0,1e-05
US National,1 wk ahead,bin,9.1,1e-05
US National,1 wk ahead,bin,9.2,1e-05
US National,1 wk ahead,bin,9.3,1e-05
US National,1 wk ahead,bin,9.4,1e-05
US National,1 wk ahead,bin,9.5,1e-05
US National,1 wk ahead,bin,9.6,1e-05
US National,1 wk ahead,bin,9.7,1e-05
US National,1 wk ahead,bin,9.8,1e-05
US National,1 wk ahead,bin,9.9,1e-05
US National,1 wk ahead,bin,10.0,1e-05
US National,1 wk ahead,bin,10.1,1e-05
US National,1 wk ahead,bin,10.2,1e-05
US National,1 wk ahead,bin,10.3,1e-05
US National,1 wk ahead,bin,10.4,1e-05
US National,1 wk ahead,bin,10.5,1e-05
US National,1 wk ahead,bin,10.6,1e-05
US National,1 wk ahead,bin,10.7,1e-05
US National,1 wk ahead,bin,10.8,1e-05
US National,1 wk ahead,bin,10.9,1e-05
US National,1 wk ahead,bin,11.0,1e-05
US National,1 wk ahead,bin,11.1,1e-05
US National,1 wk ahead,bin,11.2,1e-05
US National,1 wk ahead,bin,11.3,1e-05
US National,1 wk ahead,bin,11.4,1e-05
US National,1 wk ahead,bin,11.5,1e-05
US National,1 wk ahead,bin,11.6,1e-05
US National,1 wk ahead,bin,11.7,1e-05
US National,1 wk ahead,bin,11.8,1e-05
US National,1 wk ahead,bin,11.9,1e-05
US National,1 wk ahead,bin,12.0,1e-05
US National,1 wk ahead,bin,12.1,1e-05
US National,1 wk ahead,bin,12.2,1e-05
US National,1 wk ahead,bin,12.3,1e-05
US National,1 wk ahead,bin,12.4,1e-05
US National,1 wk ahead,bin,12.5,1e-05
US National,1 wk ahead,bin,12.6,1e-05
US National,1 wk ahead,bin,12.7,1e-05
US National,1 wk ahead,bin,12.8,1e-05
US National,1 wk ahead,bin,12.9,1e-05
US National,1 wk ahead,bin,13.0,1e-05
US National,1 wk ahead,bin,13.1,1e-05
US National,1 wk ahead,bin,13.2,1e-05
US National,1 wk ahead,bin,13.3,1e-05
US National,1 wk ahead,bin,13.4,1e-05
US National,1 wk ahead,bin,13.5,1e-05
US National,1 wk ahead,bin,13.6,1e-05
US National,1 wk ahead,bin,13.7,1e-05
US National,1 wk ahead,bin,13.8,1e-05
US National,1 wk ahead,bin,13.9,1e-05
US National,1 wk ahead,bin,14.0,1e-05
US National,1 wk ahead,bin,14.1,1e-05
US National,1 wk ahead,bin,14.2,1e-05
US National,1 wk ahead,bin,14.3,1e-05
US National,1 wk ahead,bin,14.4,1e-05
US National,1 wk ahead,bin,14.5,1e-05
US National,1 wk ahead,bin,14.6,1e-05
US National,1 wk ahead,bin,14.7,1e-05
US National,1 wk ahead,bin,14.8,1e-05
US National,1 wk ahead,bin,14.9,1e-05
US National,1 wk ahead,bin,15.0,1e-05
US National,1 wk ahead,bin,15.1,1e-05
US National,1 wk ahead,bin,15.2,1e-05
US National,1 wk ahead,bin,15.3,1e-05
US National,1 wk ahead,bin,15.4,1e-05
US National,1 wk ahead,bin,15.5,1e-05
US National,1 wk ahead,bin,15.6,1e-05
US National,1 wk ahead,bin,15.7,1e-05
US National,1 wk ahead,bin,15.8,1e-05
US National,1 wk ahead,bin,15.9,1e-05
US National,1 wk ahead,bin,16.0,1e-05
US National,1 wk ahead,bin,16.1,1e-05
US National,1 wk ahead,bin,16.2,1e-05
US National,1 wk ahead,bin,16.3,1e-05
US National,1 wk ahead,bin,16.4,1e-05
US National,1 wk ahead,bin,16.5,1e-05
US National,1 wk ahead,bin,16.6,1e-05
US National,1 wk ahead,bin,16.7,1e-05
US National,1 wk ahead,bin,16.8,1e-05
US National,1 wk ahead,bin,16.9,1e-05
US National,1 wk ahead,bin,17.0,1e-05
US National,1 wk ahead,bin,17.1,1e-05
US National,1 wk ahead,bin,17.2,1e-05
US National,1 wk ahead,bin,17.3,1e-05
US National,1 wk ahead,bin,17.4,1e-05
US National,1 wk ahead,bin,17.5,1e-05
US National,1 wk ahead,bin,17.6,1e-05
US National,1 wk ahead,bin,17.7,1e-05
US National,1 wk ahead,bin,17.8,1e-05
US National,1 wk ahead,bin,17.9,1e-05
US National,1 wk ahead,bin,18.0,1e-05
US National,1 wk ahead,bin,18.1,1e-05
US National,1 wk ahead,bin,18.2,1e-05
US National,1 wk ahead,bin,18.3,1e-05
US National,1 wk ahead,bin,18.4,1e-05
US National,1 wk ahead,bin,18.5,1e-05
US National,1 wk ahead,bin,18.6,1e-05
US National,1 wk ahead,bin,18.7,1e-05
US National,1 wk ahead,bin,18.8,1e-05
US National,1 wk ahead,bin,18.9,1e-05
US National,1 wk ahead,bin,19.0,1e-05
US National,1 wk ahead,bin,19.1,1e-05
US National,1 wk ahead,bin,19.2,1e-05
US National,1 wk ahead,bin,19.3,1e-05
US National,1 wk ahead,bin,19.4,1e-05
US National,1 wk ahead,bin,19.5,1e-05
US National,1 wk ahead,bin,19.6,1e-05
US National,1 wk ahead,bin,19.7,1e-05
US National,1 wk ahead,bin,19.8,1e-05
US National,1 wk ahead,bin,19.9,1e-05
US National,1 wk ahead,bin,20.0,1e-05
US National,1 wk ahead,bin,20.1,1e-05
US National,1 wk ahead,bin,20.2,1e-05
US National,1 wk ahead,bin,20.3,1e-05
US National,1 wk ahead,bin,20.4,1e-05
US National,1 wk ahead,bin,20.5,1e-05
US National,1 wk ahead,bin,20.6,1e-05
US National,1 wk ahead,bin,20.7,1e-05
US National,1 wk ahead,bin,20.8,1e-05
US National,1 wk ahead,bin,20.9,1e-05
US National,1 wk ahead,bin,21.0,1e-05
US National,1 wk ahead,bin,21.1,1e-05
US National,1 wk ahead,bin,21.2,1e-05
US National,1 wk ahead,bin,21.3,1e-05
US National,1 wk ahead,bin,21.4,1e-05
US National,1 wk ahead,bin,21.5,1e-05
US National,1 wk ahead,bin,21.6,1e-05
US National,1 wk ahead,bin,21.7,1e-05
US National,1 wk ahead,bin,21.8,1e-05
US National,1 wk ahead,bin,21.9,1e-05
US National,1 wk ahead,bin,22.0,1e-05
US National,1 wk ahead,bin,22.1,1e-05
US National,1 wk ahead,bin,22.2,1e-05
US National,1 wk ahead,bin,22.3,1e-05
US National,1 wk ahead,bin,22.4,1e-05
US National,1 wk ahead,bin,22.5,1e-05
US National,1 wk ahead,bin,22.6,1e-05
US National,1 wk ahead,bin,22.7,1e-05
US National,1 wk ahead,bin,22.8,1e-05
US National,1 wk ahead,bin,22.9,1e-05
US National,1 wk ahead,bin,23.0,1e-05
US National,1 wk ahead,bin,23.1,1e-05
US National,1 wk ahead,bin,23.2,1e-05
US National,1 wk ahead,bin,23.3,1e-05
US National,1 wk ahead,bin,23.4,1e-05
US National,1 wk ahead,bin,23.5,1e-05
US National,1 wk ahead,bin,23.6,1e-05
US National,1 wk ahead,bin,23.7,1e-05
US National,1 wk ahead,bin,23.8,1e-05
US National,1 wk ahead,bin,23.9,1e-05
US National,1 wk ahead,bin,24.0,1e-05
US National,1 wk ahead,bin,24.1,1e-05
US National,1 wk ahead,bin,24.2,1e-05
US National,1 wk ahead,bin,24.3,1e-05
US National,1 wk ahead,bin,24.4,1e-05
US National,1 wk ahead,bin,24.5,1e-05
US National,1 wk ahead,bin,24.6,1e-05
US National,1 wk ahead,bin,24.7,1e-05
US National,1 wk ahead,bin,24.8,1e-05
US National,1 wk ahead,bin,24.9,1e-05
US National,1 wk ahead,bin,25.0,1e-05
US National,2 wk ahead,point,,4.77480851350893
US National,2 wk ahead,bin,0.0,1e-05
US National,2 wk ahead,bin,0.1,1e-05
US National,2 wk ahead,bin,0.2,1e-05
US National,2 wk ahead,bin,0.3,1e-05
US National,2 wk ahead,bin,0.4,1e-05
US National,2 wk ahead,bin,0.5,1e-05
US National,2 wk ahead,bin,0.6,1e-05
US National,2 wk ahead,bin,0.7,1e-05
US National,2 wk ahead,bin,0.8,1e-05
US National,2 wk ahead,bin,0.9,1e-05
US National,2 wk ahead,bin,1.0,1e-05
US National,2 wk ahead,bin,1.1,1e-05
US National,2 wk ahead,bin,1.2,1.0000000000000003e-05
US National,2 wk ahead,bin,1.3,1.0000000000000016e-05
US National,2 wk ahead,bin,1.4,1.0000000000000189e-05
US National,2 wk ahead,bin,1.5,1.0000000000002039e-05
US National,2 wk ahead,bin,1.6,1.0000000000020641e-05
US National,2 wk ahead,bin,1.7,1.0000000000194568e-05
US National,2 wk ahead,bin,1.8,1.000000000170698e-05
US National,2 wk ahead,bin,1.9,1.0000000013938274e-05
US National,2 wk ahead,bin,2.0,1.0000000105927468e-05
US National,2 wk ahead,bin,2.1,1.0000000749251016e-05
US National,2 wk ahead,bin,2.2,1.0000004932478848e-05
US National,2 wk ahead,bin,2.3,1.0000030221934627e-05
US National,2 wk ahead,bin,2.4,1.0000172344898018e-05
US National,2 wk ahead,bin,2.5,1.0000914731721512e-05
US National,2 wk ahead,bin,2.6,1.0004518644633208e-05
US National,2 wk ahead,bin,2.7,1.0020775035503353e-05
US National,2 wk ahead,bin,2.8,1.0088898513818087e-05
US National,2 wk ahead,bin,2.9,1.0354051440484148e-05
US National,2 wk ahead,bin,3.0,1.1312373250760628e-05
US National,2 wk ahead,bin,3.1,1.4527594390253239e-05
US National,2 wk ahead,bin,3.2,2.453773658855687e-05
US National,2 wk ahead,bin,3.3,5.344554174577964e-05
US National,2 wk ahead,bin,3.4,0.00013084057347606635
US National,2 wk ahead,bin,3.5,0.0003228235767652817
US National,2 wk ahead,bin,3.6,0.0007637118027762447
US National,2 wk ahead,bin,3.7,0.0017001696312674134
US National,2 wk ahead,bin,3.8,0.0035375600142446557
US National,2 wk ahead,bin,3.9,0.006862320491506837
US National,2 wk ahead,bin,4.0,0.012398538148163581
US National,2 wk ahead,bin,4.1,0.02085594544429291
US National,2 wk ahead,bin,4.2,0.03265692415591712
US National,2 wk ahead,bin,4.3,0.04759631584903034
US National,2 wk ahead,bin,4.4,0.06456665725466999
US National,2 wk ahead,bin,4.5,0.08152154505489491
US National,2 wk ahead,bin,4.6,0.09579915786648231
US National,2 wk ahead,bin,4.7,0.1047789820203794
US National,2 wk ahead,bin,4.8,0.10666181047174969
US National,2 wk ahead,bin,4.9,0.10105687324563796
US National,2 wk ahead,bin,5.0,0.0891138902705362
US National,2 wk ahead,bin,5.1,0.0731389926595541
US National,2 wk ahead,bin,5.2,0.05587009315775821
US National,2 wk ahead,bin,5.3,0.03972301494823673
US National,2 wk ahead,bin,5.4,0.026287449006487728
US National,2 wk ahead,bin,5.5,0.016192763371309045
US National,2 wk ahead,bin,5.6,0.009285584896577942
US National,2 wk ahead,bin,5.7,0.004958220734587914
US National,2 wk ahead,bin,5.8,0.0024668348500900728
US National,2 wk ahead,bin,5.9,0.0011453297081506146
US National,2 wk ahead,bin,6.0,0.0004983005118639687
US National,2 wk ahead,bin,6.1,0.0002054661216612177
US National,2 wk ahead,bin,6.2,8.282407073676e-05
US National,2 wk ahead,bin,6.3,3.525210266024398e-05
US National,2 wk ahead,bin,6.4,1.8149656049379673e-05
US National,2 wk ahead,bin,6.5,1.2447936528112823e-05
US National,2 wk ahead,bin,6.6,1.0684352983445517e-05
US National,2 wk ahead,bin,6.7,1.0178065308313809e-05
US National,2 wk ahead,bin,6.8,1.0043121872009975e-05
US National,2 wk ahead,bin,6.9,1.000971930107591e-05
US National,2 wk ahead,bin,7.0,1.0002038879709768e-05
US National,2 wk ahead,bin,7.1,1.0000398077206897e-05
US National,2 wk ahead,bin,7.2,1.000007233727726e-05
US National,2 wk ahead,bin,7.3,1.0000012234216e-05
US National,2 wk ahead,bin,7.4,1.0000001925791514e-05
US National,2 wk ahead,bin,7.5,1.0000000282137968e-05
US National,2 wk ahead,bin,7.6,1.0000000038470953e-05
US National,2 wk ahead,bin,7.7,1.000000000488229e-05
US National,2 wk ahead,bin,7.8,1.0000000000576678e-05
US National,2 wk ahead,bin,7.9,1.0000000000063396e-05
US National,2 wk ahead,bin,8.0,1.0000000000006487e-05
US National,2 wk ahead,bin,8.1,1.0000000000000619e-05
US National,2 wk ahead,bin,8.2,1.0000000000000055e-05
US National,2 wk ahead,bin,8.3,1.0000000000000006e-05
US National,2 wk ahead,bin,8.4,1e-05
US National,2 wk ahead,bin,8.5,1e-05
US National,2 wk ahead,bin,8.6,1e-05
US National,2 wk ahead,bin,8.7,1e-05
US National,2 wk ahead,bin,8.8,1e-05
US National,2 wk ahead,bin,8.9,1e-05
US National,2 wk ahead,bin,9.0,1e-05
US National,2 wk ahead,bin,9.1,1e-05
US National,2 wk ahead,bin,9.2,1e-05
US National,2 wk ahead,bin,9.3,1e-05
US National,2 wk ahead,bin,9.4,1e-05
US National,2 wk ahead,bin,9.5,1e-05
US National,2 wk ahead,bin,9.6,1e-05
US National,2 wk ahead,bin,9.7,1e-05
US National,2 wk ahead,bin,9.8,1e-05
US National,2 wk ahead,bin,9.9,1e-05
US National,2 wk ahead,bin,10.0,1e-05
US National,2 wk ahead,bin,10.1,1e-05
US National,2 wk ahead,bin,10.2,1e-05
US National,2 wk ahead,bin,10.3,1e-05
US National,2 wk ahead,bin,10.4,1e-05
US National,2 wk ahead,bin,10.5,1e-05
US National,2 wk ahead,bin,10.6,1e-05
US National,2 wk ahead,bin,10.7,1e-05
US National,2 wk ahead,bin,10.8,1e-05
US National,2 wk ahead,bin,10.9,1e-05
US National,2 wk ahead,bin,11.0,1e-05
US National,2 wk ahead,bin,11.1,1e-05
US National,2 wk ahead,bin,11.2,1e-05
US National,2 wk ahead,bin,11.3,1e-05
US National,2 wk ahead,bin,11.4,1e-05
US National,2 wk ahead,bin,11.5,1e-05
US National,2 wk ahead,bin,11.6,1e-05
US National,2 wk ahead,bin,11.7,1e-05
US National,2 wk ahead,bin,11.8,1e-05
US National,2 wk ahead,bin,11.9,1e-05
US National,2 wk ahead,bin,12.0,1e-05
US National,2 wk ahead,bin,12.1,1e-05
US National,2 wk ahead,bin,12.2,1e-05
US National,2 wk ahead,bin,12.3,1e-05
US National,2 wk ahead,bin,12.4,1e-05
US National,2 wk ahead,bin,12.5,1e-05
US National,2 wk ahead,bin,12.6,1e-05
US National,2 wk ahead,bin,12.7,1e-05
US National,2 wk ahead,bin,12.8,1e-05
US National,2 wk ahead,bin,12.9,1e-05
US National,2 wk ahead,bin,13.0,1e-05
US National,2 wk ahead,bin,13.1,1e-05
US National,2 wk ahead,bin,13.2,1e-05
US National,2 wk ahead,bin,13.3,1e-05
US National,2 wk ahead,bin,13.4,1e-05
US National,2 wk ahead,bin,13.5,1e-05
US National,2 wk ahead,bin,13.6,1e-05
US National,2 wk ahead,bin,13.7,1e-05
US National,2 wk ahead,bin,13.8,1e-05
US National,2 wk ahead,bin,13.9,1e-05
US National,2 wk ahead,bin,14.0,1e-05
US National,2 wk ahead,bin,14.1,1e-05
US National,2 wk ahead,bin,14.2,1e-05
US National,2 wk ahead,bin,14.3,1e-05
US National,2 wk ahead,bin,14.4,1e-05
US National,2 wk ahead,bin,14.5,1e-05
US National,2 wk ahead,bin,14.6,1e-05
US National,2 wk ahead,bin,14.7,1e-05
US National,2 wk ahead,bin,14.8,1e-05
US National,2 wk ahead,bin,14.9,1e-05
US National,2 wk ahead,bin,15.0,1e-05
US National,2 wk ahead,bin,15.1,1e-05
US National,2 wk ahead,bin,15.2,1e-05
US National,2 wk ahead,bin,15.3,1e-05
US National,2 wk ahead,bin,15.4,1e-05
US National,2 wk ahead,bin,15.5,1e-05
US National,2 wk ahead,bin,15.6,1e-05
US National,2 wk ahead,bin,15.7,1e-05
US National,2 wk ahead,bin,15.8,1e-05
US National,2 wk ahead,bin,15.9,1e-05
US National,2 wk ahead,bin,16.0,1e-05
US National,2 wk ahead,bin,16.1,1e-05
US National,2 wk ahead,bin,16.2,1e-05
US National,2 wk ahead,bin,16.3,1e-05
US National,2 wk ahead,bin,16.4,1e-05
US National,2 wk ahead,bin,16.5,1e-05
US National,2 wk ahead,bin,16.6,1e-05
US National,2 wk ahead,bin,16.7,1e-05
US National,2 wk ahead,bin,16.8,1e-05
US National,2 wk ahead,bin,16.9,1e-05
US National,2 wk ahead,bin,17.0,1e-05
US National,2 wk ahead,bin,17.1,1e-05
US National,2 wk ahead,bin,17.2,1e-05
US National,2 wk ahead,bin,17.3,1e-05
US National,2 wk ahead,bin,17.4,1e-05
US National,2 wk ahead,bin,17.5,1e-05
US National,2 wk ahead,bin,17.6,1e-05
US National,2 wk ahead,bin,17.7,1e-05
US National,2 wk ahead,bin,17.8,1e-05
US National,2 wk ahead,bin,17.9,1e-05
US National,2 wk ahead,bin,18.0,1e-05
US National,2 wk ahead,bin,18.1,1e-05
US National,2 wk ahead,bin,18.2,1e-05
US National,2 wk ahead,bin,18.3,1e-05
US National,2 wk ahead,bin,18.4,1e-05
US National,2 wk ahead,bin,18.5,1e-05
US National,2 wk ahead,bin,18.6,1e-05
US National,2 wk ahead,bin,18.7,1e-05
US National,2 wk ahead,bin,18.8,1e-05
US National,2 wk ahead,bin,18.9,1e-05
US National,2 wk ahead,bin,19.0,1e-05
US National,2 wk ahead,bin,19.1,1e-05
US National,2 wk ahead,bin,19.2,1e-05
US National,2 wk ahead,bin,19.3,1e-05
US National,2 wk ahead,bin,19.4,1e-05
US National,2 wk ahead,bin,19.5,1e-05
US National,2 wk ahead,bin,19.6,1e-05
US National,2 wk ahead,bin,19.7,1e-05
US National,2 wk ahead,bin,19.8,1e-05
US National,2 wk ahead,bin,19.9,1e-05
US National,2 wk ahead,bin,20.0,1e-05
US National,2 wk ahead,bin,20.1,1e-05
US National,2 wk ahead,bin,20.2,1e-05
US National,2 wk ahead,bin,20.3,1e-05
US National,2 wk ahead,bin,20.4,1e-05
US National,2 wk ahead,bin,20.5,1e-05
US National,2 wk ahead,bin,20.6,1e-05
US National,2 wk ahead,bin,20.7,1e-05
US National,2 wk ahead,bin,20.8,1e-05
US National,2 wk ahead,bin,20.9,1e-05
US National,2 wk ahead,bin,21.0,1e-05
US National,2 wk ahead,bin,21.1,1e-05
US National,2 wk ahead,bin,21.2,1e-05
US National,2 wk ahead,bin,21.3,1e-05
US National,2 wk ahead,bin,21.4,1e-05
US National,2 wk ahead,bin,21.5,1e-05
US National,2 wk ahead,bin,21.6,1e-05
US National,2 wk ahead,bin,21.7,1e-05
US National,2 wk ahead,bin,21.8,1e-05
US National,2 wk ahead,bin,21.9,1e-05
US National,2 wk ahead,bin,22.0,1e-05
US National,2 wk ahead,bin,22.1,1e-05
US National,2 wk ahead,bin,22.2,1e-05
US National,2 wk ahead,bin,22.3,1e-05
US National,2 wk ahead,bin,22.4,1e-05
US National,2 wk ahead,bin,22.5,1e-05
US National,2 wk ahead,bin,22.6,1e-05
US National,2 wk ahead,bin,22.7,1e-05
US National,2 wk ahead,bin,22.8,1e-05
US National,2 wk ahead,bin,22.9,1e-05
US National,2 wk ahead,bin,23.0,1e-05
US National,2 wk ahead,bin,23.1,1e-05
US National,2 wk ahead,bin,23.2,1e-05
US National,2 wk ahead,bin,23.3,1e-05
US National,2 wk ahead,bin,23.4,1e-05
US National,2 wk ahead,bin,23.5,1e-05
US National,2 wk ahead,bin,23.6,1e-05
US National,2 wk ahead,bin,23.7,1e-05
US National,2 wk ahead,bin,23.8,1e-05
US National,2 wk ahead,bin,23.9,1e-05
US National,2 wk ahead,bin,24.0,1e-05
US National,2 wk ahead,bin,24.1,1e-05
US National,2 wk ahead,bin,24.2,1e-05
US National,2 wk ahead,bin,24.3,1e-05
US National,2 wk ahead,bin,24.4,1e-05
US National,2 wk ahead,bin,24.5,1e-05
US National,2 wk ahead,bin,24.6,1e-05
US National,2 wk ahead,bin,24.7,1e-05
US National,2 wk ahead,bin,24.8,1e-05
US National,2 wk ahead,bin,24.9,1e-05
US National,2 wk ahead,bin,25.0,1e-05
US National,3 wk ahead,point,,5.195742740458996
US National,3 wk ahead,bin,0.0,1e-05
US National,3 wk ahead,bin,0.1,1e-05
US National,3 wk ahead,bin,0.2,1e-05
US National,3 wk ahead,bin,0.3,1e-05
US National,3 wk ahead,bin,0.4,1e-05
US National,3 wk ahead,bin,0.5,1e-05
US National,3 wk ahead,bin,0.6,1e-05
US National,3 wk ahead,bin,0.7,1e-05
US National,3 wk ahead,bin,0.8,1e-05
US National,3 wk ahead,bin,0.9,1e-05
US National,3 wk ahead,bin,1.0,1e-05
US National,3 wk ahead,bin,1.1,1e-05
US National,3 wk ahead,bin,1.2,1e-05
US National,3 wk ahead,bin,1.3,1e-05
US National,3 wk ahead,bin,1.4,1e-05
US National,3 wk ahead,bin,1.5,1e-05
US National,3 wk ahead,bin,1.6,1.0000000000000003e-05
US National,3 wk ahead,bin,1.7,1.0000000000000018e-05
US National,3 wk ahead,bin,1.8,1.0000000000000189e-05
US National,3 wk ahead,bin,1.9,1.0000000000002024e-05
US National,3 wk ahead,bin,2.0,1.0000000000020197e-05
US National,3 wk ahead,bin,2.1,1.000000000018783e-05
US National,3 wk ahead,bin,2.2,1.0000000001627232e-05
US National,3 wk ahead,bin,2.3,1.0000000013132513e-05
US National,3 wk ahead,bin,2.4,1.000000009873237e-05
US National,3 wk ahead,bin,2.5,1.0000000691487877e-05
US National,3 wk ahead,bin,2.6,1.0000004511519421e-05
US National,3 wk ahead,bin,2.7,1.0000027420435015e-05
US National,3 wk ahead,bin,2.8,1.0000155252677041e-05
US National,3 wk ahead,bin,2.9,1.0000818874038277e-05
US National,3 wk ahead,bin,3.0,1.0004023540294969e-05
US National,3 wk ahead,bin,3.1,1.0018416744180234e-05
US National,3 wk ahead,bin,3.2,1.0078529097041327e-05
US National,3 wk ahead,bin,3.3,1.0311933199531813e-05
US National,3 wk ahead,bin,3.4,1.115426584162329e-05
US National,3 wk ahead,bin,3.5,1.3978902849343065e-05
US National,3 wk ahead,bin,3.6,2.277715239711598e-05
US National,3 wk ahead,bin,3.7,4.8222409586625575e-05
US National,3 wk ahead,bin,3.8,0.00011651610989367452
US National,3 wk ahead,bin,3.9,0.0002865195107996844
US National,3 wk ahead,bin,4.0,0.0006787280042851179
US National,3 wk ahead,bin,4.1,0.0015165601957566747
US National,3 wk ahead,bin,4.2,0.0031718168904551584
US National,3 wk ahead,bin,4.3,0.006191589892685709
US National,3 wk ahead,bin,4.4,0.011268406125129311
US National,3 wk ahead,bin,4.5,0.0191114739501194
US National,3 wk ahead,bin,4.6,0.030200485559295765
US National,3 wk ahead,bin,4.7,0.0444615145789587
US National,3 wk ahead,bin,4.8,0.06098001137985105
US National,3 wk ahead,bin,4.9,0.07791390665985368
US National,3 wk ahead,bin,5.0,0.09273897204956945
US National,3 wk ahead,bin,5.1,0.10283172883619632
US National,3 wk ahead,bin,5.2,0.10622053731934884
US National,3 wk ahead,bin,5.3,0.10221297974067556
US National,3 wk ahead,bin,5.4,0.0916263019380547
US National,3 wk ahead,bin,5.5,0.07651594874590609
US National,3 wk ahead,bin,5.6,0.059525611548105886
